basename read.len gen.cov assem.kmer short.name num.contigs.in.set len.cutoff low.ci confidence high.ci
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 102 567 0.6176471 0.7058824 0.7941176 
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 95 1198 0.6736842 0.7578947 0.8421053 
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 89 1615 0.7303371 0.8089888 0.8988764 
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 83 2470 0.7831325 0.8554217 0.9277108 
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 75 4161 0.84 0.9066667 0.9733333 
EColik12CompleteGenome 250 4 81 EColik12CompleteGenome.250.4.81 58 15920 0.9310345 0.9655172 1.017241 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 98 0 0.5306122 0.622449 0.7142857 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 92 490 0.5543478 0.6521739 0.75 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 85 752 0.6117647 0.7058824 0.8 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 79 1198 0.6708861 0.7594937 0.8607595 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 74 1837 0.7162162 0.8108108 0.9054054 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 69 2391 0.7826087 0.8550725 0.942029 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 65 2914 0.8461538 0.9076923 0.9846154 
EColik12CompleteGenome 250 4 101 EColik12CompleteGenome.250.4.101 61 4508 0.9016393 0.9508197 1.016393 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 92 0 0.576087 0.6630435 0.7608696 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 92 0 0.5652174 0.6630435 0.7608696 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 85 760 0.6117647 0.7058824 0.8008824 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 78 1158 0.6666667 0.7564103 0.8589744 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 73 1342 0.7260274 0.8082192 0.9041096 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 69 1878 0.7826087 0.8550725 0.942029 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 64 2585 0.84375 0.90625 0.984375 
EColik12CompleteGenome 250 4 121 EColik12CompleteGenome.250.4.121 61 2937 0.9016393 0.9508197 1.016393 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 743 0 0.5705585 0.6056528 0.6420929 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 692 406 0.6141618 0.650289 0.6849711 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 641 645 0.6630265 0.700468 0.7379095 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 598 835 0.7157191 0.7508361 0.7859532 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 553 1138 0.7685353 0.801085 0.835443 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 514 1552 0.8210117 0.8501946 0.881323 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 477 2131 0.8742138 0.9014675 0.9287212 
EColik12CompleteGenome 250 7 21 EColik12CompleteGenome.250.7.21 429 2849 0.9324009 0.951049 0.972028 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 230 0 0.6652174 0.7217391 0.778587 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 221 423 0.6964932 0.7511312 0.8144796 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 206 1025 0.7475728 0.8009709 0.8592233 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 192 1247 0.8072917 0.8541667 0.9010417 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 182 1664 0.8626374 0.9010989 0.9450549 
EColik12CompleteGenome 250 7 41 EColik12CompleteGenome.250.7.41 162 2938 0.9197531 0.9506173 0.9876543 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 140 0 0.5357143 0.6142857 0.6928571 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 132 313 0.5757576 0.6515152 0.7348485 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 118 577 0.6271186 0.7033898 0.7881356 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 110 1170 0.6811364 0.7545455 0.8363636 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 102 1758 0.7254902 0.8039216 0.8823529 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 95 2629 0.7894737 0.8526316 0.9263158 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 84 4435 0.8452381 0.9047619 0.9761905 
EColik12CompleteGenome 250 7 61 EColik12CompleteGenome.250.7.61 62 15928 0.9032258 0.9516129 1 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 125 0 0.504 0.584 0.672 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 125 0 0.496 0.584 0.672 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 121 354 0.5123967 0.6033058 0.6942149 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 110 468 0.5636364 0.6545455 0.7454545 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 102 974 0.6176471 0.7058824 0.7941176 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 95 1413 0.6736842 0.7578947 0.8526316 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 89 1737 0.7303371 0.8089888 0.8876404 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 83 2504 0.7831325 0.8554217 0.9277108 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 76 3421 0.8421053 0.9078947 0.9746711 
EColik12CompleteGenome 250 7 81 EColik12CompleteGenome.250.7.81 69 8694 0.9130435 0.9565217 1.014493 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 94 0 0.5319149 0.6276596 0.7234043 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 90 477 0.5555556 0.6555556 0.7452778 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 84 774 0.6071429 0.702381 0.7985119 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 77 1251 0.6623377 0.7532468 0.8571429 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 72 1838 0.7222222 0.8055556 0.9027778 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 67 2544 0.7761194 0.8507463 0.9402985 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 63 3421 0.8412698 0.9047619 0.984127 
EColik12CompleteGenome 250 7 101 EColik12CompleteGenome.250.7.101 48 18079 0.9166667 0.9583333 1.020833 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 91 0 0.5274725 0.6263736 0.7252747 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 87 567 0.5517241 0.6551724 0.7586207 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 79 1160 0.6075949 0.7088608 0.8101266 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 74 1344 0.6621622 0.7567568 0.8513514 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 69 1878 0.7246377 0.8115942 0.9130435 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 65 2431 0.7846154 0.8615385 0.9538462 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 62 2936 0.8387097 0.9032258 0.983871 
EColik12CompleteGenome 250 7 121 EColik12CompleteGenome.250.7.121 56 4836 0.9285714 0.9642857 1.017857 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 80 0 0.5625 0.6625 0.7625 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 80 0 0.5625 0.6625 0.7625 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 75 846 0.6133333 0.7066667 0.8133333 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 70 1330 0.6571429 0.7571429 0.8571429 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 66 1735 0.7121212 0.8030303 0.9090909 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 61 2624 0.7704918 0.852459 0.9508197 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 57 2970 0.8421053 0.9122807 0.9824561 
EColik12CompleteGenome 250 7 141 EColik12CompleteGenome.250.7.141 52 4876 0.9230769 0.9615385 1.019231 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 75 0 0.5466667 0.6533333 0.76 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 75 0 0.5466667 0.6533333 0.76 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 68 1198 0.6029412 0.7058824 0.8088235 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 63 1958 0.6666667 0.7619048 0.8730159 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 59 2511 0.7288136 0.8135593 0.9152542 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 56 2936 0.7678571 0.8571429 0.9464286 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 53 3314 0.8301887 0.9056604 1 
EColik12CompleteGenome 250 7 161 EColik12CompleteGenome.250.7.161 38 31275 0.9473684 0.9736842 1.026316 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 741 0 0.5708502 0.6059379 0.6423752 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 689 419 0.616836 0.6502177 0.6865022 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 638 656 0.6677116 0.700627 0.7366771 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 595 854 0.7159664 0.7512605 0.7866807 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 551 1157 0.7676951 0.800363 0.8348457 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 514 1552 0.8190661 0.8501946 0.8832685 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 477 2137 0.8763103 0.9014675 0.9287212 
EColik12CompleteGenome 250 10 21 EColik12CompleteGenome.250.10.21 429 2849 0.9324009 0.951049 0.974359 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 227 0 0.6475771 0.7092511 0.7665198 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 213 536 0.6948357 0.7511737 0.8122066 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 198 1049 0.7474747 0.8030303 0.8636364 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 184 1475 0.8043478 0.8532609 0.9076087 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 164 2856 0.8597561 0.902439 0.9512195 
EColik12CompleteGenome 250 10 41 EColik12CompleteGenome.250.10.41 150 4532 0.9266667 0.9533333 0.9866667 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 140 0 0.5714286 0.65 0.7285714 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 139 271 0.5755396 0.6546763 0.7338129 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 128 331 0.625 0.703125 0.78125 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 118 577 0.6779661 0.7542373 0.8305085 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 109 1221 0.733945 0.8073394 0.8807339 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 101 1855 0.7821782 0.8514851 0.9207921 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 91 2938 0.8461538 0.9010989 0.967033 
EColik12CompleteGenome 250 10 61 EColik12CompleteGenome.250.10.61 83 4435 0.9156627 0.9518072 1 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 117 0 0.5121795 0.5982906 0.6923077 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 117 0 0.5128205 0.5982906 0.6837607 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 116 341 0.5172414 0.6034483 0.6896552 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 107 533 0.5607477 0.6542056 0.7476636 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 99 1138 0.6161616 0.7070707 0.7979798 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 93 1592 0.6666667 0.7526882 0.8387097 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 87 1895 0.7241379 0.8045977 0.8965517 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 81 2715 0.7777778 0.8518519 0.9259259 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 75 4000 0.84 0.9066667 0.9733333 
EColik12CompleteGenome 250 10 81 EColik12CompleteGenome.250.10.81 43 33175 0.9069767 0.9534884 1.023256 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 98 0 0.5306122 0.622449 0.7244898 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 93 720 0.5591398 0.655914 0.7526882 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 87 1031 0.6091954 0.7011494 0.7931034 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 81 1331 0.6666667 0.7530864 0.8518519 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 76 1655 0.7236842 0.8026316 0.8947368 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 71 2080 0.7887324 0.8591549 0.943662 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 66 2869 0.8484848 0.9090909 0.9848485 
EColik12CompleteGenome 250 10 101 EColik12CompleteGenome.250.10.101 62 4201 0.9032258 0.9516129 1.016129 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 86 0 0.5348837 0.627907 0.7325581 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 83 760 0.5542169 0.6506024 0.746988 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 77 1298 0.6094156 0.7012987 0.8051948 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 71 1806 0.6619718 0.7605634 0.8591549 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 67 2162 0.7164179 0.8059701 0.9104478 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 62 2983 0.7741935 0.8548387 0.9516129 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 57 4528 0.8421053 0.9122807 1 
EColik12CompleteGenome 250 10 121 EColik12CompleteGenome.250.10.121 53 8694 0.9245283 0.9622642 1.018868 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 79 0 0.5316456 0.6329114 0.7468354 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 76 800 0.5526316 0.6578947 0.7631579 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 71 1120 0.6056338 0.7042254 0.8169014 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 66 1735 0.6515152 0.7575758 0.8636364 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 61 2624 0.704918 0.8032787 0.9016393 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 57 3273 0.7719298 0.8596491 0.9649123 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 52 4876 0.8269231 0.9038462 1 
EColik12CompleteGenome 250 10 141 EColik12CompleteGenome.250.10.141 26 46548 0.9230769 0.9615385 1.038462 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 73 0 0.5616438 0.6712329 0.7808219 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 73 0 0.5616438 0.6712329 0.7808219 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 68 1198 0.6029412 0.7058824 0.8088235 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 63 1958 0.6666667 0.7619048 0.8730159 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 59 2511 0.7288136 0.8135593 0.9152542 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 56 2936 0.7678571 0.8571429 0.9464286 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 53 3313 0.8301887 0.9056604 1 
EColik12CompleteGenome 250 10 161 EColik12CompleteGenome.250.10.161 49 4916 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 71 0 0.5774648 0.6760563 0.7887324 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 71 0 0.5633803 0.6760563 0.7887324 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 68 1118 0.6029412 0.7058824 0.8088235 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 63 1344 0.6666667 0.7619048 0.8730159 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 59 2006 0.7118644 0.8135593 0.9152542 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 56 2704 0.7678571 0.8571429 0.9464286 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 53 3294 0.8301887 0.9056604 0.9811321 
EColik12CompleteGenome 250 10 181 EColik12CompleteGenome.250.10.181 49 5686 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 71 0 0.5492958 0.6619718 0.7746479 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 71 0 0.5623239 0.6619718 0.7746479 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 67 1198 0.5970149 0.7014925 0.8208955 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 62 1332 0.6612903 0.7580645 0.8709677 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 58 2038 0.7241379 0.8103448 0.9137931 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 55 2471 0.7636364 0.8545455 0.9454545 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 52 3282 0.8269231 0.9038462 1 
EColik12CompleteGenome 250 10 201 EColik12CompleteGenome.250.10.201 49 4985 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 741 0 0.5815452 0.6140351 0.6491228 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 698 395 0.6160458 0.6504298 0.6862464 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 647 625 0.6646059 0.7001546 0.7357032 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 603 803 0.7180763 0.7512438 0.7860697 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 563 1110 0.7690941 0.8010657 0.8331705 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 524 1504 0.8225191 0.851145 0.8816794 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 487 1981 0.8747433 0.9014374 0.926078 
EColik12CompleteGenome 250 25 21 EColik12CompleteGenome.250.25.21 450 2557 0.9311111 0.9511111 0.9711111 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 227 0 0.6343612 0.69163 0.7488987 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 227 0 0.6343612 0.69163 0.753304 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 224 253 0.6428571 0.7008929 0.7589286 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 207 781 0.6956522 0.7536232 0.8164251 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 192 1232 0.7447917 0.8020833 0.8645833 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 181 1962 0.801105 0.8508287 0.9060773 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 162 3033 0.8580247 0.9012346 0.9506173 
EColik12CompleteGenome 250 25 41 EColik12CompleteGenome.250.25.41 145 5660 0.9172414 0.9517241 0.9867241 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 139 0 0.5467626 0.6258993 0.705036 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 133 298 0.5714286 0.6541353 0.7368421 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 121 363 0.6363636 0.7107438 0.7933884 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 113 1031 0.6725664 0.7522124 0.8318584 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 104 1908 0.7307692 0.8076923 0.8846154 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 96 2722 0.78125 0.8541667 0.9270833 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 86 4395 0.8488372 0.9069767 0.9767442 
EColik12CompleteGenome 250 25 61 EColik12CompleteGenome.250.25.61 72 10949 0.9166667 0.9583333 1.013889 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 115 0 0.5217391 0.6086957 0.7043478 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 106 533 0.5660377 0.6603774 0.754717 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 99 1031 0.6161616 0.7070707 0.7979798 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 93 1572 0.6666667 0.7526882 0.8387097 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 87 2073 0.7241379 0.8045977 0.8965517 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 78 3704 0.7820513 0.8589744 0.9358974 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 73 4932 0.8493151 0.9041096 0.9726027 
EColik12CompleteGenome 250 25 81 EColik12CompleteGenome.250.25.81 58 16472 0.9310345 0.9655172 1.017241 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 90 0 0.5555556 0.6555556 0.7555556 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 90 0 0.5666667 0.6555556 0.7555556 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 84 904 0.6071429 0.702381 0.797619 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 78 1737 0.6666667 0.7564103 0.8461538 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 69 2888 0.7246377 0.8115942 0.9130435 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 64 3704 0.78125 0.859375 0.953125 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 59 7087 0.8474576 0.9152542 1 
EColik12CompleteGenome 250 25 101 EColik12CompleteGenome.250.25.101 52 12367 0.9230769 0.9615385 1.019231 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 84 0 0.5357143 0.6428571 0.75 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 82 533 0.560061 0.6585366 0.7682927 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 77 1228 0.5974026 0.7012987 0.8051948 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 71 2073 0.6619718 0.7605634 0.8591549 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 66 2674 0.7121212 0.8030303 0.9090909 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 62 3003 0.7741935 0.8548387 0.9366935 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 56 4932 0.8392857 0.9107143 1 
EColik12CompleteGenome 250 25 121 EColik12CompleteGenome.250.25.121 51 10949 0.9215686 0.9607843 1.019608 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 76 0 0.5526316 0.6578947 0.7631579 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 76 0 0.5526316 0.6578947 0.7631579 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 71 1298 0.6056338 0.7042254 0.8169014 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 66 2390 0.6515152 0.7575758 0.8636364 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 62 2873 0.7258065 0.8064516 0.9193548 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 57 3421 0.7719298 0.8596491 0.9486842 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 52 4932 0.8269231 0.9038462 0.9807692 
EColik12CompleteGenome 250 25 141 EColik12CompleteGenome.250.25.141 49 8694 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 76 0 0.5526316 0.6578947 0.7631579 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 76 0 0.5526316 0.6578947 0.7631579 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 69 1259 0.6086957 0.7101449 0.826087 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 65 1761 0.6461538 0.7538462 0.8615385 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 61 1973 0.704918 0.8032787 0.9016393 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 57 2793 0.7719298 0.8596491 0.9649123 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 54 3010 0.8333333 0.9074074 1 
EColik12CompleteGenome 250 25 161 EColik12CompleteGenome.250.25.161 51 4321 0.9215686 0.9607843 1.019608 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 72 0 0.5555556 0.6666667 0.7777778 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 72 0 0.5555556 0.6666667 0.7916667 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 68 1198 0.6029412 0.7058824 0.8235294 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 63 1566 0.6666667 0.7619048 0.8730159 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 59 2005 0.7288136 0.8135593 0.9152542 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 56 2704 0.7678571 0.8571429 0.9642857 
